Sentence_index,sentence,Project.COMPANY,Project.CAPACITY,Project.PROJECT_NAME,Project.COUNTRY_LOCATION,Project.STATUS,Project.PROJECT_DETAIL,Project.TARGET_DATE,Project.CITY_LOCATION,Project.TROPHY,Project.INPUT,Project.OUTPUT,Project.APPLICATION,Project.SITE_LOCATION,Project.PARTNER,Project.AMOUNT,Project.CARBON
225s8,"Other power plants that could use hydrogen are under construction. A plant is underway in Utah to feed power demand in Los Angeles. Farther north of the Long Ridge terminal, another hydrogen project is in the works at a 1,084 MW plant in Harrison County, OH.",[],"['1,084 MW plant']","['Other power plants', 'hydrogen project']",[],['under construction'],['feed power demand'],[],"['Utah', 'Los Angeles', 'Harrison County', 'OH']",[],['hydrogen are'],[],[],['Farther north of the Long Ridge terminal'],[],[],[]
226s0,"NW Natural Pushes Expanded Hydrogen, RNG Projects Despite Pandemic",['NW Natural Pushes Expanded Hydrogen'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
226s1,"NW Natural Pushes Expanded Hydrogen, RNG Projects Despite Pandemic",['NW Natural Pushes Expanded Hydrogen'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
226s7,"The facility would demonstrate how renewable and low-carbon electricity could be transformed into “green” hydrogen. Plans include the potential for a 2-10 MW facility in Eugene, OR.",[],['2-10 MW facility'],['The facility'],[],[],[],[],['Eugene'],[],[],"['renewable and low-carbon electricity', 'green” hydrogen']",[],[],[],[],[]
231s10,"SoCalGas is also setting up plans to develop the first carbon-neutral home. This home would use green hydrogen as its main source of energy, while also pulling from solar energy and blended natural gas. The idea is to have a home storage battery, solar panels and an electrolyzer that is used to convert solar power into green hydrogen, and from there, to use a fuel cell to convert hydrogen to electricity. There would also be a hydrogen natural gas blend for household appliances.",['SoCalGas'],[],"['use green hydrogen as its main source of energy', 'home storage battery', 'solar panels and an electrolyzer', 'solar power into green hydrogen']",[],['setting up plans'],"['solar energy and blended natural gas', 'use a fuel cell to convert hydrogen to electricity']",[],[],['first carbon-neutral home'],['hydrogen natural gas blend for household appliances'],[],[],[],[],[],[]
233s3,"Construction of the first U.S. based world-scale liquid hydrogen production unit, which is dedicated to the hydrogen energy markets, is a significant milestone Saulsbury is proud to celebrate.",['Construction'],[],['world-scale liquid hydrogen production unit'],[],[],[],[],[],[],['hydrogen energy markets'],[],[],[],[],[],[]
239s5,Construction is scheduled to begin next month and will be completed by the second half of 2022,[],[],[],[],['Construction'],[],['second half of 2022'],[],[],[],[],[],[],[],[],[]
242s3,"Construction of the wholly owned plant, which will be Hyundai Motors's first overseas hydrogen fuel cell plant, will start in February, and eventually produce about 6,500 units/year.","['Construction', 'Hyundai Motors']",[],"['wholly owned plant', 'hydrogen fuel cell plant']",[],[],[],[],[],['first overseas'],[],"['6,500 units/year']",[],[],[],[],[]
246s3,"Construction to begin next month, to be completed in the second half of 2022",[],[],[],[],['Construction'],[],['second half of 2022'],[],[],[],[],[],[],[],[],[]
246s10,Construction is scheduled to begin next month and will be completed by the second half of 2022,[],[],[],[],['Construction'],[],['second half of 2022'],[],[],[],[],[],[],[],[],[]
247s3,"Construction to begin next month, to be completed in the second half of 2022",[],[],[],[],['Construction'],[],['second half of 2022'],[],[],[],[],[],[],[],[],[]
247s10,Construction is scheduled to begin next month and will be completed by the second half of 2022,[],[],[],[],['Construction'],[],['second half of 2022'],[],[],[],[],[],[],[],[],[]
248s0,PLATTS: 100--Chile identifies $12 billion in green hydrogen projects,['PLATTS'],[],['green hydrogen projects'],['Chile'],[],[],[],[],[],[],[],[],[],[],[],[]
248s9,A spokeswoman for CORFO told Platts that eleven of the eighteen projects were related to the production of green hydrogen or the use of hydrogen as a fuel or to generate heat.,['CORFO'],['eighteen projects'],[],[],[],[],[],[],[],"['fuel', 'generate heat']",['green hydrogen or the use of hydrogen'],[],[],[],[],[]
248s10,"CORFO said that many of the projects are located in northern Chile, home to the Atacama, the world's driest and sunniest desert. The government is setting aside around 12,000 hectares of state lands for hydrogen projects.",['CORFO'],[],[],"['northern', 'Chile']",[],[],[],['Atacama'],"[""world's driest and sunniest desert""]",['hydrogen projects'],"['12,000 hectares of state lands']",[],[],[],[],[]
249s3,15 that it was in discussions with US small modular reactor developer NuScale Power to develop a combined 3 GW wind power and modular reactor complex that would also produce clean hydrogen at Wylfa in north Wales,[],['3 GW'],['wind power and modular reactor complex'],[],[],[],[],['Wales'],[],[],['clean hydrogen'],[],[],['NuScale Power'],[],[]
249s7,"He said in a subsequent email that the Wylfa project would be a ""multi phase project consisting of a mix of SMR and wind. The first phase would be generating earliest 2027-28 with 1.4 GW nameplate capacity, with phase 1.5 expanding to 2 GW nameplate capacity by 2030.""",[],"['1.4 GW nameplate capacity', '2 GW nameplate capacity']","['Wylfa project', 'multi phase project consisting of a mix of SMR and wind']",[],[],[],"['earliest 2027-28', '2030']",[],[],[],[],[],[],[],[],[]
249s12,"He said that while he could not give an exact capacity for the project, the wind component of the planned plant would provide the majority of the capacity, with the NuScale modular nuclear technology providing back-up capacity.",[],[],"['exact capacity for the project', 'majority of the capacity']",[],[],['providing back-up capacity'],[],[],[],[],[],[],[],['NuScale modular nuclear technology'],[],[]
249s13,"NuScale has developed a 50-MW reactor design that has received design approval in the US. It has said the design is being revised to 77 MW in capacity. The reactors are intended to be built in a factory setting and assembled at potential sites, reducing construction time and costs.",['NuScale'],"['50-MW reactor', '77 MW in capacity']",[],['US'],['received design approval'],[],[],[],[],[],[],"['assembled at potential sites', 'reducing construction time and costs']",['factory setting'],[],[],[]
249s14,"Shearwater said in the statement that ""Shearwater has also submitted an outline proposal to the British Government and the devolved governments of Wales, Northern Ireland and Scotland"" for its proposed for the north Wales project.","['Shearwater', 'British Government']",[],[],"['Northern', 'Ireland', 'Scotland']","['submitted', 'outline proposal', 'devolved governments', 'proposed']",[],[],['Wales'],[],[],[],[],['north Wales project'],[],[],[]
264s7,Construction of filling station and refueling infrastructure,[],[],['Construction of filling station and refueling infrastructure'],[],[],[],[],[],[],[],[],[],[],[],[],[]
276s5,Construction is scheduled to begin next month and will be completed by the second half of 2022,[],[],[],[],['Construction'],[],['second half of 2022'],[],[],[],[],[],[],[],[],[]
